Student S10005 named Tanya Juarez, age 13, gender Male, is in Class 6. Scored 80 in Math, 95 in Science, 38 in English, 66 in History, and 31 in Computer, totaling 310 marks with Grade C. Attendance stands at 72.87 percent. Participates in None as an extracurricular activity.
Student S17769 named Kenneth Fox, age 16, gender Male, is in Class 6. Scored 90 in Math, 64 in Science, 85 in English, 35 in History, and 67 in Computer, totaling 341 marks with Grade C. Attendance stands at 83.88 percent. Participates in Drama as an extracurricular activity.
Student S17777 named Jessica Barber, age 17, gender Female, is in Class 6. Scored 58 in Math, 87 in Science, 67 in English, 97 in History, and 74 in Computer, totaling 383 marks with Grade C. Attendance stands at 96.03 percent. Participates in Dance as an extracurricular activity.
Student S17793 named Katie Lewis, age 16, gender Female, is in Class 6. Scored 30 in Math, 75 in Science, 45 in English, 55 in History, and 72 in Computer, totaling 277 marks with Grade D. Attendance stands at 61.21 percent. Participates in None as an extracurricular activity.
Student S17795 named Michael Ramos, age 10, gender Female, is in Class 6. Scored 80 in Math, 91 in Science, 89 in English, 94 in History, and 81 in Computer, totaling 435 marks with Grade B. Attendance stands at 77.56 percent. Participates in Music as an extracurricular activity.
Student S17801 named Patricia Merritt, age 11, gender Male, is in Class 6. Scored 43 in Math, 64 in Science, 84 in English, 47 in History, and 55 in Computer, totaling 293 marks with Grade D. Attendance stands at 95.74 percent. Participates in Football as an extracurricular activity.
Student S17818 named Kevin Price, age 16, gender Male, is in Class 6. Scored 53 in Math, 56 in Science, 93 in English, 71 in History, and 70 in Computer, totaling 343 marks with Grade C. Attendance stands at 85.27 percent. Participates in Dance as an extracurricular activity.
Student S17822 named Gregory Morton, age 10, gender Male, is in Class 6. Scored 46 in Math, 48 in Science, 75 in English, 91 in History, and 61 in Computer, totaling 321 marks with Grade C. Attendance stands at 61.83 percent. Participates in None as an extracurricular activity.
Student S17828 named Jennifer Young, age 14, gender Female, is in Class 6. Scored 95 in Math, 41 in Science, 55 in English, 64 in History, and 94 in Computer, totaling 349 marks with Grade C. Attendance stands at 96.31 percent. Participates in Music as an extracurricular activity.
Student S17833 named Edward Moody, age 10, gender Female, is in Class 6. Scored 59 in Math, 85 in Science, 75 in English, 44 in History, and 43 in Computer, totaling 306 marks with Grade C. Attendance stands at 66.91 percent. Participates in Music as an extracurricular activity.
Student S17840 named Glenn Martinez, age 11, gender Female, is in Class 6. Scored 64 in Math, 84 in Science, 86 in English, 55 in History, and 50 in Computer, totaling 339 marks with Grade C. Attendance stands at 84.38 percent. Participates in Drama as an extracurricular activity.
Student S17841 named Timothy Wilson, age 16, gender Male, is in Class 6. Scored 33 in Math, 33 in Science, 56 in English, 86 in History, and 70 in Computer, totaling 278 marks with Grade D. Attendance stands at 64.15 percent. Participates in None as an extracurricular activity.
Student S17845 named Katherine Wong, age 12, gender Female, is in Class 6. Scored 93 in Math, 30 in Science, 37 in English, 41 in History, and 30 in Computer, totaling 231 marks with Grade D. Attendance stands at 62.32 percent. Participates in Debate as an extracurricular activity.
Student S17848 named Christopher Blake, age 14, gender Male, is in Class 6. Scored 83 in Math, 67 in Science, 53 in English, 87 in History, and 39 in Computer, totaling 329 marks with Grade C. Attendance stands at 75.24 percent. Participates in Football as an extracurricular activity.
Student S17856 named Chase Stewart, age 13, gender Male, is in Class 6. Scored 89 in Math, 56 in Science, 90 in English, 88 in History, and 30 in Computer, totaling 353 marks with Grade C. Attendance stands at 63.07 percent. Participates in Dance as an extracurricular activity.
Student S17860 named Gregory Guzman, age 14, gender Female, is in Class 6. Scored 86 in Math, 55 in Science, 59 in English, 70 in History, and 69 in Computer, totaling 339 marks with Grade C. Attendance stands at 72.18 percent. Participates in Football as an extracurricular activity.
Student S17861 named Paul Allen, age 10, gender Female, is in Class 6. Scored 48 in Math, 40 in Science, 63 in English, 85 in History, and 72 in Computer, totaling 308 marks with Grade C. Attendance stands at 99.80 percent. Participates in None as an extracurricular activity.
Student S17885 named Daniel King, age 13, gender Female, is in Class 6. Scored 74 in Math, 40 in Science, 96 in English, 31 in History, and 42 in Computer, totaling 283 marks with Grade D. Attendance stands at 89.38 percent. Participates in Debate as an extracurricular activity.
Student S17908 named Christopher Clark, age 15, gender Male, is in Class 6. Scored 64 in Math, 62 in Science, 75 in English, 78 in History, and 72 in Computer, totaling 351 marks with Grade C. Attendance stands at 62.97 percent. Participates in None as an extracurricular activity.
Student S17911 named Lindsey Bullock, age 12, gender Female, is in Class 6. Scored 38 in Math, 74 in Science, 37 in English, 68 in History, and 99 in Computer, totaling 316 marks with Grade C. Attendance stands at 84.20 percent. Participates in Dance as an extracurricular activity.
Student S17917 named Natalie Williams, age 14, gender Male, is in Class 6. Scored 74 in Math, 77 in Science, 63 in English, 37 in History, and 50 in Computer, totaling 301 marks with Grade C. Attendance stands at 96.08 percent. Participates in Music as an extracurricular activity.
Student S17923 named Daniel Wheeler, age 17, gender Female, is in Class 6. Scored 54 in Math, 70 in Science, 62 in English, 97 in History, and 68 in Computer, totaling 351 marks with Grade C. Attendance stands at 80.13 percent. Participates in None as an extracurricular activity.
Student S17924 named Brian Hess, age 17, gender Female, is in Class 6. Scored 39 in Math, 96 in Science, 90 in English, 64 in History, and 98 in Computer, totaling 387 marks with Grade C. Attendance stands at 60.31 percent. Participates in Debate as an extracurricular activity.
Student S17928 named Allen Jones, age 15, gender Male, is in Class 6. Scored 33 in Math, 98 in Science, 41 in English, 51 in History, and 41 in Computer, totaling 264 marks with Grade D. Attendance stands at 64.88 percent. Participates in None as an extracurricular activity.
Student S17929 named Joshua Bradley, age 12, gender Male, is in Class 6. Scored 63 in Math, 94 in Science, 40 in English, 87 in History, and 76 in Computer, totaling 360 marks with Grade C. Attendance stands at 94.30 percent. Participates in Debate as an extracurricular activity.
Student S17936 named Juan Ruiz, age 16, gender Male, is in Class 6. Scored 98 in Math, 66 in Science, 34 in English, 89 in History, and 85 in Computer, totaling 372 marks with Grade C. Attendance stands at 94.59 percent. Participates in Music as an extracurricular activity.
Student S17938 named Howard Tapia, age 17, gender Male, is in Class 6. Scored 94 in Math, 72 in Science, 99 in English, 64 in History, and 64 in Computer, totaling 393 marks with Grade C. Attendance stands at 70.25 percent. Participates in Football as an extracurricular activity.
Student S17950 named Christopher Porter, age 14, gender Female, is in Class 6. Scored 75 in Math, 51 in Science, 97 in English, 49 in History, and 67 in Computer, totaling 339 marks with Grade C. Attendance stands at 91.83 percent. Participates in Football as an extracurricular activity.
Student S17957 named Willie Jackson, age 16, gender Female, is in Class 6. Scored 49 in Math, 65 in Science, 69 in English, 51 in History, and 39 in Computer, totaling 273 marks with Grade D. Attendance stands at 77.03 percent. Participates in Dance as an extracurricular activity.
Student S17960 named Tabitha Gibson, age 13, gender Female, is in Class 6. Scored 40 in Math, 94 in Science, 99 in English, 95 in History, and 35 in Computer, totaling 363 marks with Grade C. Attendance stands at 92.95 percent. Participates in Football as an extracurricular activity.
Student S17964 named Willie Franklin, age 17, gender Female, is in Class 6. Scored 76 in Math, 37 in Science, 85 in English, 54 in History, and 34 in Computer, totaling 286 marks with Grade D. Attendance stands at 99.43 percent. Participates in Debate as an extracurricular activity.
Student S17997 named Thomas Lewis, age 10, gender Male, is in Class 6. Scored 65 in Math, 55 in Science, 39 in English, 90 in History, and 63 in Computer, totaling 312 marks with Grade C. Attendance stands at 79.89 percent. Participates in Drama as an extracurricular activity.
Student S18007 named Lauren Lawrence, age 17, gender Female, is in Class 6. Scored 84 in Math, 56 in Science, 52 in English, 43 in History, and 58 in Computer, totaling 293 marks with Grade D. Attendance stands at 84.47 percent. Participates in Drama as an extracurricular activity.
Student S18013 named Susan Wallace, age 17, gender Male, is in Class 6. Scored 41 in Math, 82 in Science, 53 in English, 34 in History, and 79 in Computer, totaling 289 marks with Grade D. Attendance stands at 99.78 percent. Participates in Music as an extracurricular activity.
Student S18020 named Nathaniel Smith, age 13, gender Female, is in Class 6. Scored 74 in Math, 53 in Science, 36 in English, 56 in History, and 32 in Computer, totaling 251 marks with Grade D. Attendance stands at 80.69 percent. Participates in Debate as an extracurricular activity.
Student S18024 named Tiffany Rivera, age 13, gender Female, is in Class 6. Scored 40 in Math, 81 in Science, 34 in English, 56 in History, and 83 in Computer, totaling 294 marks with Grade D. Attendance stands at 89.49 percent. Participates in Football as an extracurricular activity.
Student S18044 named Timothy Leonard, age 17, gender Male, is in Class 6. Scored 99 in Math, 50 in Science, 87 in English, 73 in History, and 61 in Computer, totaling 370 marks with Grade C. Attendance stands at 73.20 percent. Participates in Football as an extracurricular activity.
Student S18054 named Jacob Thomas, age 12, gender Male, is in Class 6. Scored 35 in Math, 47 in Science, 84 in English, 54 in History, and 72 in Computer, totaling 292 marks with Grade D. Attendance stands at 70.11 percent. Participates in Debate as an extracurricular activity.
Student S18083 named Jacob Campbell, age 10, gender Male, is in Class 6. Scored 90 in Math, 84 in Science, 48 in English, 55 in History, and 77 in Computer, totaling 354 marks with Grade C. Attendance stands at 85.97 percent. Participates in Dance as an extracurricular activity.
Student S18088 named Summer Wilkerson, age 17, gender Female, is in Class 6. Scored 97 in Math, 72 in Science, 68 in English, 83 in History, and 82 in Computer, totaling 402 marks with Grade B. Attendance stands at 95.28 percent. Participates in Drama as an extracurricular activity.
Student S18095 named Terry Matthews, age 15, gender Male, is in Class 6. Scored 41 in Math, 42 in Science, 53 in English, 48 in History, and 79 in Computer, totaling 263 marks with Grade D. Attendance stands at 84.73 percent. Participates in None as an extracurricular activity.
Student S18097 named Nicole Hall, age 10, gender Male, is in Class 6. Scored 40 in Math, 85 in Science, 93 in English, 75 in History, and 97 in Computer, totaling 390 marks with Grade C. Attendance stands at 84.77 percent. Participates in Debate as an extracurricular activity.
Student S18114 named Amy Fields, age 17, gender Male, is in Class 6. Scored 46 in Math, 70 in Science, 41 in English, 90 in History, and 36 in Computer, totaling 283 marks with Grade D. Attendance stands at 63.42 percent. Participates in Music as an extracurricular activity.
Student S18146 named Michelle Mcguire, age 13, gender Female, is in Class 6. Scored 47 in Math, 48 in Science, 47 in English, 81 in History, and 64 in Computer, totaling 287 marks with Grade D. Attendance stands at 89.23 percent. Participates in Football as an extracurricular activity.
Student S18159 named Thomas Hodges, age 16, gender Female, is in Class 6. Scored 40 in Math, 44 in Science, 89 in English, 62 in History, and 77 in Computer, totaling 312 marks with Grade C. Attendance stands at 67.93 percent. Participates in Debate as an extracurricular activity.
Student S18175 named Jessica Haley, age 14, gender Female, is in Class 6. Scored 92 in Math, 81 in Science, 39 in English, 68 in History, and 75 in Computer, totaling 355 marks with Grade C. Attendance stands at 94.85 percent. Participates in Music as an extracurricular activity.
Student S18176 named Jessica Anderson, age 16, gender Male, is in Class 6. Scored 30 in Math, 49 in Science, 43 in English, 34 in History, and 88 in Computer, totaling 244 marks with Grade D. Attendance stands at 98.63 percent. Participates in Dance as an extracurricular activity.
Student S18178 named James Oneal, age 16, gender Male, is in Class 6. Scored 95 in Math, 65 in Science, 97 in English, 52 in History, and 51 in Computer, totaling 360 marks with Grade C. Attendance stands at 81.36 percent. Participates in Dance as an extracurricular activity.
Student S18180 named Kathryn Orozco, age 15, gender Male, is in Class 6. Scored 56 in Math, 33 in Science, 97 in English, 81 in History, and 91 in Computer, totaling 358 marks with Grade C. Attendance stands at 91.02 percent. Participates in Dance as an extracurricular activity.
Student S18191 named Denise Gay, age 15, gender Female, is in Class 6. Scored 45 in Math, 63 in Science, 59 in English, 38 in History, and 46 in Computer, totaling 251 marks with Grade D. Attendance stands at 79.68 percent. Participates in Debate as an extracurricular activity.
Student S18211 named Robert Hernandez, age 12, gender Male, is in Class 6. Scored 57 in Math, 47 in Science, 71 in English, 66 in History, and 41 in Computer, totaling 282 marks with Grade D. Attendance stands at 83.08 percent. Participates in None as an extracurricular activity.
Student S18213 named Carolyn Dixon, age 12, gender Female, is in Class 6. Scored 45 in Math, 84 in Science, 63 in English, 85 in History, and 74 in Computer, totaling 351 marks with Grade C. Attendance stands at 96.81 percent. Participates in Debate as an extracurricular activity.
Student S18216 named George Weber, age 12, gender Female, is in Class 6. Scored 62 in Math, 87 in Science, 35 in English, 68 in History, and 39 in Computer, totaling 291 marks with Grade D. Attendance stands at 72.99 percent. Participates in Music as an extracurricular activity.
Student S18233 named Charles Galvan, age 16, gender Male, is in Class 6. Scored 44 in Math, 41 in Science, 83 in English, 96 in History, and 75 in Computer, totaling 339 marks with Grade C. Attendance stands at 65.53 percent. Participates in Dance as an extracurricular activity.
Student S18237 named Dana Ellis, age 11, gender Female, is in Class 6. Scored 33 in Math, 39 in Science, 34 in English, 45 in History, and 44 in Computer, totaling 195 marks with Grade F. Attendance stands at 94.84 percent. Participates in Drama as an extracurricular activity.
Student S18247 named Thomas Brown, age 11, gender Female, is in Class 6. Scored 66 in Math, 51 in Science, 70 in English, 58 in History, and 43 in Computer, totaling 288 marks with Grade D. Attendance stands at 61.09 percent. Participates in None as an extracurricular activity.
Student S18252 named Michael Barrett, age 16, gender Male, is in Class 6. Scored 40 in Math, 65 in Science, 94 in English, 65 in History, and 67 in Computer, totaling 331 marks with Grade C. Attendance stands at 99.88 percent. Participates in Drama as an extracurricular activity.
Student S18256 named Andrew White, age 10, gender Male, is in Class 6. Scored 30 in Math, 73 in Science, 83 in English, 60 in History, and 93 in Computer, totaling 339 marks with Grade C. Attendance stands at 89.36 percent. Participates in Football as an extracurricular activity.
Student S18258 named Alexander Jones, age 14, gender Male, is in Class 6. Scored 60 in Math, 60 in Science, 63 in English, 36 in History, and 57 in Computer, totaling 276 marks with Grade D. Attendance stands at 75.18 percent. Participates in Football as an extracurricular activity.
Student S18261 named Sierra Rodriguez, age 16, gender Male, is in Class 6. Scored 74 in Math, 67 in Science, 78 in English, 62 in History, and 71 in Computer, totaling 352 marks with Grade C. Attendance stands at 86.41 percent. Participates in Debate as an extracurricular activity.
Student S18262 named Angela Fleming MD, age 10, gender Female, is in Class 6. Scored 57 in Math, 77 in Science, 50 in English, 78 in History, and 67 in Computer, totaling 329 marks with Grade C. Attendance stands at 75.78 percent. Participates in Debate as an extracurricular activity.
Student S18265 named Anthony Garcia, age 11, gender Male, is in Class 6. Scored 77 in Math, 47 in Science, 63 in English, 74 in History, and 54 in Computer, totaling 315 marks with Grade C. Attendance stands at 70.60 percent. Participates in None as an extracurricular activity.
Student S18267 named Joseph Walker, age 17, gender Male, is in Class 6. Scored 81 in Math, 79 in Science, 52 in English, 56 in History, and 92 in Computer, totaling 360 marks with Grade C. Attendance stands at 67.06 percent. Participates in Music as an extracurricular activity.
Student S18271 named Michael Mccarty, age 12, gender Male, is in Class 6. Scored 78 in Math, 78 in Science, 50 in English, 39 in History, and 83 in Computer, totaling 328 marks with Grade C. Attendance stands at 98.01 percent. Participates in Debate as an extracurricular activity.
Student S18279 named Terri Estrada, age 15, gender Female, is in Class 6. Scored 84 in Math, 84 in Science, 48 in English, 57 in History, and 37 in Computer, totaling 310 marks with Grade C. Attendance stands at 99.58 percent. Participates in Dance as an extracurricular activity.
Student S18283 named Brent Mendez, age 14, gender Male, is in Class 6. Scored 33 in Math, 78 in Science, 46 in English, 76 in History, and 82 in Computer, totaling 315 marks with Grade C. Attendance stands at 63.43 percent. Participates in Dance as an extracurricular activity.
Student S18291 named Christopher Smith, age 17, gender Female, is in Class 6. Scored 35 in Math, 91 in Science, 46 in English, 72 in History, and 69 in Computer, totaling 313 marks with Grade C. Attendance stands at 68.10 percent. Participates in Drama as an extracurricular activity.
Student S18295 named Anthony Joyce, age 13, gender Male, is in Class 6. Scored 41 in Math, 82 in Science, 37 in English, 53 in History, and 38 in Computer, totaling 251 marks with Grade D. Attendance stands at 83.83 percent. Participates in Drama as an extracurricular activity.
Student S18303 named Jodi Greer, age 17, gender Female, is in Class 6. Scored 44 in Math, 89 in Science, 47 in English, 72 in History, and 61 in Computer, totaling 313 marks with Grade C. Attendance stands at 91.28 percent. Participates in Debate as an extracurricular activity.
Student S18308 named Ryan Bennett, age 11, gender Male, is in Class 6. Scored 49 in Math, 30 in Science, 82 in English, 44 in History, and 41 in Computer, totaling 246 marks with Grade D. Attendance stands at 93.57 percent. Participates in Music as an extracurricular activity.
Student S18310 named Gordon Dixon, age 14, gender Male, is in Class 6. Scored 88 in Math, 53 in Science, 85 in English, 43 in History, and 84 in Computer, totaling 353 marks with Grade C. Attendance stands at 78.85 percent. Participates in Drama as an extracurricular activity.
Student S18317 named Judith Kirby, age 14, gender Female, is in Class 6. Scored 73 in Math, 92 in Science, 75 in English, 43 in History, and 66 in Computer, totaling 349 marks with Grade C. Attendance stands at 72.88 percent. Participates in Football as an extracurricular activity.
Student S18318 named Katelyn Sweeney, age 10, gender Female, is in Class 6. Scored 78 in Math, 46 in Science, 71 in English, 44 in History, and 61 in Computer, totaling 300 marks with Grade D. Attendance stands at 74.22 percent. Participates in Dance as an extracurricular activity.
Student S18343 named Kimberly Gould, age 13, gender Female, is in Class 6. Scored 73 in Math, 37 in Science, 64 in English, 91 in History, and 95 in Computer, totaling 360 marks with Grade C. Attendance stands at 78.98 percent. Participates in Music as an extracurricular activity.
Student S18355 named Kelly Martin, age 14, gender Male, is in Class 6. Scored 34 in Math, 65 in Science, 52 in English, 79 in History, and 49 in Computer, totaling 279 marks with Grade D. Attendance stands at 74.91 percent. Participates in Dance as an extracurricular activity.
Student S18360 named Elizabeth Leon, age 17, gender Male, is in Class 6. Scored 83 in Math, 95 in Science, 98 in English, 44 in History, and 57 in Computer, totaling 377 marks with Grade C. Attendance stands at 85.19 percent. Participates in Football as an extracurricular activity.
Student S18370 named Jill Horton, age 14, gender Female, is in Class 6. Scored 93 in Math, 87 in Science, 91 in English, 47 in History, and 60 in Computer, totaling 378 marks with Grade C. Attendance stands at 92.56 percent. Participates in Debate as an extracurricular activity.
Student S18381 named Marie Sawyer, age 11, gender Male, is in Class 6. Scored 92 in Math, 30 in Science, 67 in English, 69 in History, and 49 in Computer, totaling 307 marks with Grade C. Attendance stands at 67.64 percent. Participates in Debate as an extracurricular activity.
Student S18387 named Mary Young, age 13, gender Male, is in Class 6. Scored 34 in Math, 75 in Science, 89 in English, 71 in History, and 40 in Computer, totaling 309 marks with Grade C. Attendance stands at 67.70 percent. Participates in Drama as an extracurricular activity.
Student S18389 named April Ortiz, age 12, gender Male, is in Class 6. Scored 53 in Math, 39 in Science, 87 in English, 44 in History, and 82 in Computer, totaling 305 marks with Grade C. Attendance stands at 90.74 percent. Participates in Dance as an extracurricular activity.
Student S18391 named Laura Hoffman, age 11, gender Male, is in Class 6. Scored 45 in Math, 96 in Science, 67 in English, 76 in History, and 94 in Computer, totaling 378 marks with Grade C. Attendance stands at 62.62 percent. Participates in Dance as an extracurricular activity.
Student S18397 named Devon Cox, age 16, gender Male, is in Class 6. Scored 84 in Math, 33 in Science, 92 in English, 46 in History, and 41 in Computer, totaling 296 marks with Grade D. Attendance stands at 89.79 percent. Participates in Debate as an extracurricular activity.
Student S18402 named Robert Becker, age 15, gender Male, is in Class 6. Scored 87 in Math, 95 in Science, 83 in English, 57 in History, and 73 in Computer, totaling 395 marks with Grade C. Attendance stands at 79.81 percent. Participates in Dance as an extracurricular activity.
Student S18407 named Tiffany Hill, age 16, gender Female, is in Class 6. Scored 59 in Math, 81 in Science, 51 in English, 51 in History, and 36 in Computer, totaling 278 marks with Grade D. Attendance stands at 68.80 percent. Participates in Football as an extracurricular activity.
Student S18408 named Caitlyn Williams, age 17, gender Female, is in Class 6. Scored 66 in Math, 75 in Science, 81 in English, 84 in History, and 46 in Computer, totaling 352 marks with Grade C. Attendance stands at 61.73 percent. Participates in Dance as an extracurricular activity.
Student S18414 named Megan Key, age 16, gender Male, is in Class 6. Scored 30 in Math, 70 in Science, 87 in English, 63 in History, and 80 in Computer, totaling 330 marks with Grade C. Attendance stands at 93.92 percent. Participates in Dance as an extracurricular activity.
Student S18442 named Jared Rodriguez, age 14, gender Female, is in Class 6. Scored 41 in Math, 68 in Science, 38 in English, 41 in History, and 75 in Computer, totaling 263 marks with Grade D. Attendance stands at 83.29 percent. Participates in Drama as an extracurricular activity.
Student S18443 named Laura Smith, age 11, gender Female, is in Class 6. Scored 46 in Math, 88 in Science, 62 in English, 35 in History, and 69 in Computer, totaling 300 marks with Grade D. Attendance stands at 62.82 percent. Participates in None as an extracurricular activity.
Student S18456 named Barbara Davis, age 15, gender Male, is in Class 6. Scored 83 in Math, 66 in Science, 63 in English, 44 in History, and 30 in Computer, totaling 286 marks with Grade D. Attendance stands at 82.03 percent. Participates in Debate as an extracurricular activity.
Student S18484 named Yolanda Chavez, age 16, gender Female, is in Class 6. Scored 58 in Math, 38 in Science, 80 in English, 89 in History, and 73 in Computer, totaling 338 marks with Grade C. Attendance stands at 62.23 percent. Participates in Music as an extracurricular activity.
Student S18491 named Faith Reed, age 13, gender Male, is in Class 6. Scored 60 in Math, 74 in Science, 60 in English, 56 in History, and 98 in Computer, totaling 348 marks with Grade C. Attendance stands at 68.27 percent. Participates in Football as an extracurricular activity.
Student S18493 named Julia Howell, age 12, gender Male, is in Class 6. Scored 32 in Math, 36 in Science, 31 in English, 44 in History, and 72 in Computer, totaling 215 marks with Grade D. Attendance stands at 84.95 percent. Participates in Football as an extracurricular activity.
Student S18495 named Melissa Colon, age 17, gender Male, is in Class 6. Scored 37 in Math, 33 in Science, 37 in English, 46 in History, and 70 in Computer, totaling 223 marks with Grade D. Attendance stands at 91.61 percent. Participates in Football as an extracurricular activity.
Student S18500 named Michelle Brown, age 12, gender Female, is in Class 6. Scored 97 in Math, 56 in Science, 63 in English, 98 in History, and 66 in Computer, totaling 380 marks with Grade C. Attendance stands at 61.96 percent. Participates in Music as an extracurricular activity.
Student S18512 named Christopher Peterson, age 14, gender Female, is in Class 6. Scored 43 in Math, 52 in Science, 47 in English, 32 in History, and 57 in Computer, totaling 231 marks with Grade D. Attendance stands at 75.73 percent. Participates in Football as an extracurricular activity.
Student S18522 named Annette Beasley, age 11, gender Male, is in Class 6. Scored 30 in Math, 38 in Science, 65 in English, 31 in History, and 33 in Computer, totaling 197 marks with Grade F. Attendance stands at 80.25 percent. Participates in Football as an extracurricular activity.
Student S18529 named Brenda Porter, age 13, gender Female, is in Class 6. Scored 30 in Math, 34 in Science, 77 in English, 74 in History, and 88 in Computer, totaling 303 marks with Grade C. Attendance stands at 63.82 percent. Participates in None as an extracurricular activity.
Student S18536 named Shelia Gomez, age 10, gender Male, is in Class 6. Scored 62 in Math, 72 in Science, 75 in English, 37 in History, and 45 in Computer, totaling 291 marks with Grade D. Attendance stands at 64.80 percent. Participates in Debate as an extracurricular activity.
Student S18544 named Patrick Cochran, age 12, gender Male, is in Class 6. Scored 74 in Math, 99 in Science, 31 in English, 91 in History, and 85 in Computer, totaling 380 marks with Grade C. Attendance stands at 74.93 percent. Participates in Football as an extracurricular activity.
Student S18549 named Joseph Rios, age 16, gender Male, is in Class 6. Scored 57 in Math, 55 in Science, 68 in English, 51 in History, and 62 in Computer, totaling 293 marks with Grade D. Attendance stands at 98.69 percent. Participates in Music as an extracurricular activity.
Student S18564 named Jasmine Bryant, age 16, gender Female, is in Class 6. Scored 98 in Math, 74 in Science, 47 in English, 79 in History, and 77 in Computer, totaling 375 marks with Grade C. Attendance stands at 80.99 percent. Participates in Drama as an extracurricular activity.
Student S18568 named Darlene Buckley, age 12, gender Female, is in Class 6. Scored 68 in Math, 69 in Science, 78 in English, 96 in History, and 78 in Computer, totaling 389 marks with Grade C. Attendance stands at 67.70 percent. Participates in Dance as an extracurricular activity.
Student S18586 named William Martinez, age 10, gender Female, is in Class 6. Scored 73 in Math, 33 in Science, 59 in English, 30 in History, and 91 in Computer, totaling 286 marks with Grade D. Attendance stands at 87.96 percent. Participates in Debate as an extracurricular activity.
Student S18598 named Jason Guerrero, age 15, gender Female, is in Class 6. Scored 37 in Math, 88 in Science, 44 in English, 61 in History, and 87 in Computer, totaling 317 marks with Grade C. Attendance stands at 92.28 percent. Participates in Football as an extracurricular activity.
Student S18619 named Kristina Welch, age 15, gender Female, is in Class 6. Scored 60 in Math, 95 in Science, 44 in English, 80 in History, and 45 in Computer, totaling 324 marks with Grade C. Attendance stands at 76.53 percent. Participates in Drama as an extracurricular activity.
Student S18627 named Christina Hall, age 10, gender Female, is in Class 6. Scored 42 in Math, 56 in Science, 69 in English, 64 in History, and 97 in Computer, totaling 328 marks with Grade C. Attendance stands at 71.12 percent. Participates in Drama as an extracurricular activity.
Student S18647 named Sarah Cole, age 12, gender Female, is in Class 6. Scored 75 in Math, 46 in Science, 78 in English, 47 in History, and 76 in Computer, totaling 322 marks with Grade C. Attendance stands at 87.60 percent. Participates in Drama as an extracurricular activity.
Student S18649 named Christopher Jones, age 15, gender Female, is in Class 6. Scored 69 in Math, 65 in Science, 39 in English, 67 in History, and 71 in Computer, totaling 311 marks with Grade C. Attendance stands at 80.52 percent. Participates in Music as an extracurricular activity.
Student S18652 named Larry Butler, age 16, gender Female, is in Class 6. Scored 73 in Math, 44 in Science, 89 in English, 63 in History, and 62 in Computer, totaling 331 marks with Grade C. Attendance stands at 60.44 percent. Participates in Dance as an extracurricular activity.
Student S18654 named Amanda Padilla, age 14, gender Male, is in Class 6. Scored 90 in Math, 50 in Science, 40 in English, 89 in History, and 40 in Computer, totaling 309 marks with Grade C. Attendance stands at 91.68 percent. Participates in Football as an extracurricular activity.
Student S18655 named April Potts, age 16, gender Male, is in Class 6. Scored 88 in Math, 32 in Science, 83 in English, 60 in History, and 87 in Computer, totaling 350 marks with Grade C. Attendance stands at 80.32 percent. Participates in Football as an extracurricular activity.
Student S18657 named Mr. Robert Nunez, age 11, gender Male, is in Class 6. Scored 70 in Math, 99 in Science, 89 in English, 37 in History, and 30 in Computer, totaling 325 marks with Grade C. Attendance stands at 73.40 percent. Participates in Dance as an extracurricular activity.
Student S18660 named Mitchell Jackson, age 15, gender Male, is in Class 6. Scored 65 in Math, 30 in Science, 39 in English, 35 in History, and 67 in Computer, totaling 236 marks with Grade D. Attendance stands at 73.92 percent. Participates in Drama as an extracurricular activity.
Student S18664 named William Brown, age 17, gender Male, is in Class 6. Scored 32 in Math, 48 in Science, 49 in English, 69 in History, and 55 in Computer, totaling 253 marks with Grade D. Attendance stands at 87.88 percent. Participates in Dance as an extracurricular activity.
Student S18677 named Morgan Willis, age 10, gender Female, is in Class 6. Scored 63 in Math, 66 in Science, 62 in English, 89 in History, and 83 in Computer, totaling 363 marks with Grade C. Attendance stands at 89.75 percent. Participates in None as an extracurricular activity.
Student S18695 named Christopher Webb, age 14, gender Male, is in Class 6. Scored 90 in Math, 43 in Science, 61 in English, 91 in History, and 43 in Computer, totaling 328 marks with Grade C. Attendance stands at 64.21 percent. Participates in Music as an extracurricular activity.
Student S18696 named Leslie Wilson, age 13, gender Female, is in Class 6. Scored 86 in Math, 93 in Science, 68 in English, 35 in History, and 44 in Computer, totaling 326 marks with Grade C. Attendance stands at 98.01 percent. Participates in None as an extracurricular activity.
Student S18698 named Chelsea Logan, age 12, gender Female, is in Class 6. Scored 92 in Math, 75 in Science, 58 in English, 82 in History, and 92 in Computer, totaling 399 marks with Grade C. Attendance stands at 86.58 percent. Participates in Drama as an extracurricular activity.
Student S18706 named Samantha Potter, age 10, gender Female, is in Class 6. Scored 37 in Math, 52 in Science, 50 in English, 78 in History, and 83 in Computer, totaling 300 marks with Grade D. Attendance stands at 99.05 percent. Participates in Football as an extracurricular activity.
Student S18708 named Alex Smith, age 17, gender Male, is in Class 6. Scored 31 in Math, 71 in Science, 54 in English, 50 in History, and 74 in Computer, totaling 280 marks with Grade D. Attendance stands at 64.70 percent. Participates in Music as an extracurricular activity.
