StudentID,Name,Age,Gender,Class,Math,Science,English,History,Computer,AttendancePercent,Extracurricular,Total,Grade
S18284,Jason Charles,15,Female,10,80,37,92,46,52,70.77,None,307,C
S18285,Brian Ewing,11,Male,9,82,69,34,70,48,62.27,Music,303,C
S18286,Rachel Diaz,13,Male,5,52,38,53,49,43,98.74,Dance,235,D
S18287,Daryl Brown,11,Female,11,43,70,49,74,57,89.26,Music,293,D
S18288,Robert Huffman,16,Female,12,52,75,44,66,42,85.84,Debate,279,D
S18289,Erin Robles,15,Female,7,98,31,60,76,68,67.48,Debate,333,C
S18290,Michelle Gallagher,17,Male,8,76,57,85,67,56,99.43,Debate,341,C
S18291,Christopher Smith,17,Female,6,35,91,46,72,69,68.1,Drama,313,C
S18292,Lisa Bass,10,Female,9,77,44,47,53,82,89.25,None,303,C
S18293,Corey Pratt,11,Male,10,70,86,31,82,69,86.92,Drama,338,C
S18294,Cassandra Fields,12,Male,5,61,61,56,33,87,80.44,Dance,298,D
S18295,Anthony Joyce,13,Male,6,41,82,37,53,38,83.83,Drama,251,D
S18296,Samantha Thomas,10,Female,5,32,96,54,90,69,72.33,Football,341,C
S18297,Amanda Ferguson,14,Male,9,54,53,88,74,95,60.98,Debate,364,C
S18298,Robert Howard,16,Male,8,85,78,97,91,73,69.96,None,424,B
S18299,Michele Mitchell,10,Female,9,52,88,64,55,30,61.9,Music,289,D
S18300,Nicholas Mccall,10,Male,11,51,46,70,78,80,69.54,None,325,C
S18301,Heather Leblanc,11,Male,7,53,61,80,64,90,64.05,None,348,C
S18302,Kyle Figueroa,10,Male,9,65,69,63,88,54,94.57,Debate,339,C
S18303,Jodi Greer,17,Female,6,44,89,47,72,61,91.28,Debate,313,C
S18304,Sean Smith,17,Male,8,50,58,38,85,93,72.49,Football,324,C
S18305,Amanda Flowers,17,Female,5,77,43,63,92,68,60.7,Football,343,C
S18306,Rachel Sanders,15,Female,5,45,32,35,53,73,93.8,Music,238,D
S18307,George Smith,17,Female,10,68,68,79,48,77,74.29,Music,340,C
S18308,Ryan Bennett,11,Male,6,49,30,82,44,41,93.57,Music,246,D
S18309,Jennifer Bishop,11,Male,5,75,84,89,74,60,82.77,Dance,382,C
S18310,Gordon Dixon,14,Male,6,88,53,85,43,84,78.85,Drama,353,C
S18311,Lori Davidson,15,Female,11,55,34,72,94,51,72.3,Drama,306,C
S18312,Alicia Ingram,16,Male,11,90,97,95,84,46,95.21,Football,412,B
S18313,Amanda Blankenship,16,Male,5,55,77,54,66,47,85.88,Music,299,D
S18314,Michelle Welch,13,Female,7,53,92,59,49,91,81.0,Football,344,C
S18315,Dr. Jonathan Espinoza Jr.,14,Female,8,73,37,32,92,38,84.84,Dance,272,D
S18316,James Bailey,15,Female,7,68,61,32,63,36,92.96,None,260,D
S18317,Judith Kirby,14,Female,6,73,92,75,43,66,72.88,Football,349,C
S18318,Katelyn Sweeney,10,Female,6,78,46,71,44,61,74.22,Dance,300,D
S18319,Justin Owens,12,Female,7,46,85,95,36,75,73.12,Music,337,C
S18320,Christian Burke,17,Male,5,70,58,53,70,76,73.26,None,327,C
S18321,Sarah Johnson,17,Female,5,78,56,82,56,34,76.47,Debate,306,C
S18322,Tyler Warner,13,Male,7,74,92,84,39,39,78.25,Drama,328,C
S18323,Timothy Brown,17,Male,11,35,33,86,82,82,81.68,Dance,318,C
S18324,Mackenzie Hendricks,13,Female,11,31,87,54,88,94,69.06,Football,354,C
S18325,Mitchell Page,14,Male,10,94,43,85,87,41,99.44,Dance,350,C
S18326,Tony Miller,13,Male,8,60,79,31,86,62,76.18,Dance,318,C
S18327,Andrew Wiggins,15,Female,7,99,60,61,92,66,72.83,None,378,C
S18328,Elizabeth Garcia,12,Male,5,69,69,59,45,48,64.44,Football,290,D
S18329,Gail Potter,13,Male,5,34,66,78,61,73,79.14,Music,312,C
S18330,Mary Price,10,Male,10,70,92,83,37,78,76.74,Drama,360,C
S18331,Zachary Carter,12,Male,11,72,44,79,45,91,85.07,Dance,331,C
S18332,Aaron Ball,14,Female,11,53,40,45,42,46,80.64,Football,226,D
S18333,Lisa Henderson,17,Female,8,69,33,44,93,91,72.84,Drama,330,C
S18334,Matthew Williams,13,Male,9,40,52,84,59,86,82.36,Dance,321,C
S18335,Jessica Brown,16,Male,11,33,41,58,60,75,80.82,Dance,267,D
S18336,Douglas Huang,12,Male,5,67,92,42,32,87,74.11,Football,320,C
S18337,Sherry Carroll,12,Male,9,75,71,77,93,90,84.86,Music,406,B
S18338,Lauren Good,14,Male,5,49,40,54,97,89,62.53,Music,329,C
S18339,Patricia Bailey,17,Female,9,39,78,88,78,85,91.06,Football,368,C
S18340,Jessica Smith,17,Female,10,49,65,59,36,49,89.29,Music,258,D
S18341,Jason Guzman,17,Female,11,58,64,35,59,49,95.98,None,265,D
S18342,Brooke Bell,13,Female,11,30,43,62,55,70,66.6,None,260,D
S18343,Kimberly Gould,13,Female,6,73,37,64,91,95,78.98,Music,360,C
S18344,Gregory Jones,11,Female,10,55,40,74,44,73,94.22,Music,286,D
S18345,Joseph Hall,12,Female,8,58,81,75,38,66,93.51,None,318,C
S18346,Zachary Carlson,16,Female,11,82,88,41,98,40,82.92,None,349,C
S18347,Donald Smith,10,Male,8,38,88,63,73,52,79.24,Music,314,C
S18348,Duane Gonzalez,12,Female,9,68,82,75,30,52,96.82,Drama,307,C
S18349,Teresa Wright,15,Female,7,31,65,44,94,80,97.11,Debate,314,C
S18350,John Thomas,10,Female,9,64,51,63,76,67,83.47,Music,321,C
S18351,Jeffrey Long,14,Male,12,76,82,89,86,32,71.61,Football,365,C
S18352,James Perry,10,Male,10,50,72,44,86,49,77.86,Dance,301,C
S18353,James Clements,13,Female,10,90,50,95,68,68,67.88,Football,371,C
S18354,Joseph Austin,16,Female,12,81,77,84,89,96,77.97,Debate,427,B
S18355,Kelly Martin,14,Male,6,34,65,52,79,49,74.91,Dance,279,D
S18356,David Frey,12,Female,12,86,60,75,95,45,82.39,None,361,C
S18357,Tamara Brown,16,Male,7,50,70,41,69,40,80.84,Drama,270,D
S18358,Amanda Pham,14,Female,8,50,78,66,47,86,98.35,Music,327,C
S18359,Dr. Alexandria Ramirez,17,Male,11,56,53,46,31,91,75.84,Football,277,D
S18360,Elizabeth Leon,17,Male,6,83,95,98,44,57,85.19,Football,377,C
S18361,Monique Obrien,16,Female,11,68,97,50,45,56,85.92,Dance,316,C
S18362,Derek White,11,Male,7,42,99,52,68,45,83.47,Debate,306,C
S18363,Andrea Walker,14,Female,12,98,44,57,47,88,76.18,Drama,334,C
S18364,Joshua Lopez,11,Female,12,55,69,63,94,40,88.91,Drama,321,C
S18365,Mark Williams,12,Male,7,75,40,89,37,39,93.59,Music,280,D
S18366,Mr. Justin Petty,13,Female,9,64,87,58,43,47,66.76,Dance,299,D
S18367,Holly Drake,13,Male,12,81,80,87,94,33,90.99,Football,375,C
S18368,Benjamin Fox,11,Female,8,31,94,61,53,31,62.07,Football,270,D
S18369,Caleb Jones,12,Female,5,32,90,68,47,93,97.75,Drama,330,C
S18370,Jill Horton,14,Female,6,93,87,91,47,60,92.56,Debate,378,C
S18371,Ashley Matthews,13,Male,8,91,64,34,87,76,90.37,Dance,352,C
S18372,Wanda Hall,13,Male,7,54,77,86,99,37,83.47,Debate,353,C
S18373,Beth Santos,16,Female,11,67,71,30,69,60,61.91,Dance,297,D
S18374,Alyssa Cruz,11,Male,12,86,90,81,43,57,70.69,Football,357,C
S18375,Natasha Buck,10,Male,5,53,43,48,39,92,73.67,Football,275,D
S18376,Christine Fisher,13,Male,11,36,74,45,42,46,88.67,Drama,243,D
S18377,Kristina White,15,Female,7,95,39,51,66,98,79.06,Football,349,C
S18378,Cory Thomas,17,Male,12,49,56,82,86,45,75.98,Drama,318,C
S18379,Scott Baker,11,Male,5,44,93,75,67,62,78.1,Dance,341,C
S18380,Sandra Smith DDS,14,Female,7,83,87,62,34,68,61.07,Drama,334,C
S18381,Marie Sawyer,11,Male,6,92,30,67,69,49,67.64,Debate,307,C
S18382,Tiffany Roach,13,Male,12,97,71,63,57,41,84.48,Football,329,C
S18383,Mark Vargas,11,Male,10,60,34,45,97,62,71.84,None,298,D
S18384,Mark Thompson,11,Male,10,71,99,76,96,80,99.02,Dance,422,B
S18385,Shannon Walters,13,Female,12,84,71,90,79,73,97.43,None,397,C
S18386,Michelle Diaz,11,Male,11,64,89,98,69,51,95.83,None,371,C
S18387,Mary Young,13,Male,6,34,75,89,71,40,67.7,Drama,309,C
S18388,Angela Tanner,13,Female,9,99,38,67,43,30,64.39,Drama,277,D
S18389,April Ortiz,12,Male,6,53,39,87,44,82,90.74,Dance,305,C
S18390,Yvette Rogers,11,Male,9,69,55,56,91,97,89.28,Dance,368,C
S18391,Laura Hoffman,11,Male,6,45,96,67,76,94,62.62,Dance,378,C
S18392,Marcus Shaw,14,Female,5,53,73,91,39,40,96.3,None,296,D
S18393,Amber Williamson,16,Male,10,30,57,35,70,87,98.96,Football,279,D
S18394,Kyle Pierce,14,Female,7,70,63,94,30,42,91.1,Music,299,D
S18395,Cynthia Weaver,11,Male,8,79,37,89,85,41,96.03,Drama,331,C
S18396,Kenneth Glover,13,Male,5,52,41,92,62,32,93.61,Debate,279,D
S18397,Devon Cox,16,Male,6,84,33,92,46,41,89.79,Debate,296,D
S18398,Emily Reed,11,Male,10,37,46,48,35,31,87.93,Debate,197,F
S18399,Jacob Lee,11,Female,7,83,41,96,77,90,61.85,Debate,387,C
S18400,Eric Drake,13,Female,5,43,91,62,34,95,64.97,Music,325,C
S18401,Margaret Wise,11,Male,12,53,86,50,49,56,96.36,Drama,294,D
S18402,Robert Becker,15,Male,6,87,95,83,57,73,79.81,Dance,395,C
S18403,Danielle Lloyd,10,Male,9,78,90,83,46,96,84.18,None,393,C
S18404,Carrie Rojas,16,Female,7,76,97,90,82,88,72.19,None,433,B
S18405,Vanessa Williams,10,Female,11,36,62,88,93,45,97.73,Drama,324,C
S18406,David Roberson,16,Female,8,56,85,33,82,50,80.01,Football,306,C
S18407,Tiffany Hill,16,Female,6,59,81,51,51,36,68.8,Football,278,D
S18408,Caitlyn Williams,17,Female,6,66,75,81,84,46,61.73,Dance,352,C
S18409,Mark Atkins,16,Male,11,39,98,96,44,50,62.79,Music,327,C
S18410,Timothy Ramos,16,Male,10,62,83,63,38,40,99.84,Debate,286,D
S18411,Peter Riley,13,Female,12,61,42,75,89,56,79.48,Debate,323,C
S18412,Casey Smith,10,Male,5,98,99,93,56,80,68.99,Football,426,B
S18413,Natalie Padilla,16,Female,12,75,67,89,35,67,75.1,None,333,C
S18414,Megan Key,16,Male,6,30,70,87,63,80,93.92,Dance,330,C
S18415,Jacqueline Fuller,11,Female,5,99,35,45,89,35,63.43,None,303,C
S18416,Brett Stark,10,Female,5,86,30,60,48,66,81.36,None,290,D
S18417,David Long,11,Male,12,86,52,87,52,95,83.99,Debate,372,C
S18418,Makayla Harrison,17,Female,9,43,97,39,53,35,71.09,None,267,D
S18419,Richard Carter,16,Male,5,35,88,43,31,76,67.99,Football,273,D
S18420,Diane White,11,Male,12,58,81,42,78,35,91.07,Music,294,D
S18421,Bonnie Turner,15,Male,5,34,62,39,71,57,64.87,Football,263,D
S18422,Brent Green,11,Female,8,91,55,73,90,34,63.74,Dance,343,C
S18423,Peter Nichols,13,Female,8,52,81,45,63,31,70.74,None,272,D
S18424,Rebekah Spencer,13,Male,12,67,62,62,68,53,79.35,Dance,312,C
S18425,Michael Kelly,13,Male,8,30,66,37,45,84,62.43,Drama,262,D
S18426,Kimberly Olson,12,Male,10,69,58,45,90,39,98.4,Music,301,C
S18427,Amanda Harris,14,Female,7,46,68,55,99,54,98.7,Drama,322,C
S18428,Debbie Best,15,Female,11,64,58,32,48,40,79.99,Drama,242,D
S18429,April Johnson,11,Male,7,74,87,56,95,59,68.23,Dance,371,C
S18430,Aaron Roberts,15,Female,7,58,88,67,67,61,68.01,None,341,C
S18431,Laura Cole,15,Female,12,98,60,79,50,58,96.34,Drama,345,C
S18432,James Skinner,13,Female,5,41,76,88,96,45,97.96,Football,346,C
S18433,Frank Harris,14,Male,5,68,79,44,78,50,94.75,Football,319,C
S18434,Abigail Jacobson,17,Female,5,71,55,53,86,33,61.6,Debate,298,D
S18435,Anthony Perez,15,Female,9,83,31,46,99,31,62.64,Drama,290,D
S18436,Mrs. Stephanie Collier,11,Female,5,88,62,39,64,96,81.7,Debate,349,C
S18437,Alexander Miller,17,Male,5,99,95,30,80,59,60.85,Music,363,C
S18438,John Phelps,15,Male,8,49,85,62,54,81,80.27,None,331,C
S18439,Amanda Brown,10,Female,7,77,99,32,33,50,77.66,Debate,291,D
S18440,Jason Hernandez,14,Male,7,84,89,67,50,43,90.5,Drama,333,C
S18441,Kristine Gutierrez,17,Male,9,32,36,69,68,74,67.02,Music,279,D
S18442,Jared Rodriguez,14,Female,6,41,68,38,41,75,83.29,Drama,263,D
S18443,Laura Smith,11,Female,6,46,88,62,35,69,62.82,None,300,D
S18444,Monica Vargas,13,Female,5,90,49,80,47,87,63.08,Music,353,C
S18445,Laurie Luna,14,Male,7,83,42,70,34,96,87.21,Football,325,C
S18446,Chad Bradford Jr.,11,Male,8,54,55,69,64,43,74.62,Music,285,D
S18447,Jessica Sims,17,Female,10,60,30,89,63,85,83.65,Football,327,C
S18448,William Willis,13,Male,11,81,98,46,63,80,73.5,Dance,368,C
S18449,Jennifer Benson,12,Female,9,74,58,31,64,39,63.87,Debate,266,D
S18450,Kristin Jones,12,Male,12,62,45,65,79,80,66.05,Drama,331,C
S18451,Laura Stephens,16,Female,11,52,38,58,61,88,61.41,Football,297,D
S18452,Alicia Deleon,12,Male,7,80,65,33,55,63,83.96,Drama,296,D
S18453,Ryan Novak,15,Male,10,42,96,86,76,83,64.73,Music,383,C
S18454,Brian Kim,10,Male,8,94,46,77,48,52,74.6,Dance,317,C
S18455,Leah Johnston,11,Male,11,34,42,68,57,56,60.5,None,257,D
S18456,Barbara Davis,15,Male,6,83,66,63,44,30,82.03,Debate,286,D
S18457,Stephanie Thompson,13,Male,7,70,33,94,90,95,71.04,Music,382,C
S18458,Cameron Figueroa,15,Male,11,86,50,40,66,48,79.07,Drama,290,D
S18459,Heather Frost,16,Male,5,67,96,73,51,56,89.11,Dance,343,C
S18460,Patricia Ramirez,14,Male,12,49,97,97,71,41,67.6,None,355,C
S18461,Kenneth Hancock,13,Female,8,80,51,64,98,34,94.58,Drama,327,C
S18462,Clinton Adams,14,Female,9,72,62,35,43,38,63.23,Dance,250,D
S18463,Anita Nguyen,14,Female,7,48,42,98,60,69,67.39,Drama,317,C
S18464,Mark Meza,17,Male,9,63,65,46,55,68,99.23,Dance,297,D
S18465,Angel Chavez,12,Male,11,58,76,64,74,68,63.66,Football,340,C
S18466,Jeffery Smith,12,Male,9,61,68,38,49,62,66.04,None,278,D
S18467,Carrie Simmons,12,Female,10,30,83,93,86,84,65.6,Football,376,C
S18468,Sarah Turner,15,Female,7,55,90,46,75,79,66.54,Debate,345,C
S18469,Aaron Everett,16,Female,8,97,85,35,55,34,89.06,Dance,306,C
S18470,Zachary Jones,17,Female,7,66,65,72,39,34,79.32,Drama,276,D
S18471,Dr. Danielle Kelly,14,Female,7,72,37,37,43,35,97.09,Football,224,D
S18472,Jennifer Nicholson,11,Male,5,81,42,66,53,97,71.56,None,339,C
S18473,Brian Hunter,16,Female,12,92,76,52,38,48,84.25,None,306,C
S18474,Samuel Martinez,11,Female,12,76,56,67,48,81,74.7,Football,328,C
S18475,Amanda Barnes,16,Male,7,62,57,31,54,84,86.0,Drama,288,D
S18476,Cheryl Blevins,17,Female,11,82,34,34,39,74,70.47,Football,263,D
S18477,Christine Rodriguez,12,Male,12,81,94,48,49,88,90.61,None,360,C
S18478,Anthony Becker,14,Female,10,46,60,69,64,91,67.17,Dance,330,C
S18479,Christopher Luna,11,Male,11,93,84,83,42,85,92.68,Dance,387,C
S18480,Michael Vargas,17,Male,5,62,89,47,34,69,62.53,Debate,301,C
S18481,Heather Sanchez,10,Male,10,34,47,37,67,30,75.32,Dance,215,D
S18482,Devin Garcia,14,Male,9,31,35,77,59,44,62.48,Music,246,D
S18483,Lynn Wilson,13,Male,12,74,89,54,63,93,60.44,Football,373,C
S18484,Yolanda Chavez,16,Female,6,58,38,80,89,73,62.23,Music,338,C
S18485,Oscar Bryant DVM,17,Male,12,43,74,47,41,42,87.77,None,247,D
S18486,Adam Scott,12,Male,8,39,68,42,70,95,62.09,Football,314,C
S18487,Heidi Adams,13,Male,10,37,90,36,68,53,97.67,None,284,D
S18488,Barry Wood MD,13,Male,9,38,84,92,54,74,83.15,Drama,342,C
S18489,Ashley Morrow,11,Male,11,58,47,77,56,71,60.14,Music,309,C
S18490,Wendy Mcmillan,12,Female,12,46,62,44,94,79,83.04,Drama,325,C
S18491,Faith Reed,13,Male,6,60,74,60,56,98,68.27,Football,348,C
S18492,Terry White,14,Male,9,62,52,65,64,60,75.4,Drama,303,C
S18493,Julia Howell,12,Male,6,32,36,31,44,72,84.95,Football,215,D
S18494,Kimberly Ruiz,11,Female,5,85,90,60,49,45,76.15,Football,329,C
S18495,Melissa Colon,17,Male,6,37,33,37,46,70,91.61,Football,223,D
S18496,James Stevens,15,Female,11,81,39,98,92,97,63.34,Drama,407,B
S18497,Edward Sellers,11,Female,8,31,95,56,63,79,96.83,Dance,324,C
S18498,Deborah Simpson,15,Male,7,61,62,50,37,47,84.59,Football,257,D
S18499,Bianca Garcia,11,Female,11,85,93,93,50,44,81.81,Drama,365,C
S18500,Michelle Brown,12,Female,6,97,56,63,98,66,61.96,Music,380,C
S18501,Tanya Martinez,10,Male,12,70,54,73,83,35,85.7,Debate,315,C
S18502,John Valenzuela,16,Female,8,69,43,70,89,67,68.6,None,338,C
S18503,Robert Butler,17,Male,7,42,50,96,81,91,86.97,Dance,360,C
S18504,Tina Schmidt,11,Male,9,67,94,64,34,45,67.56,Debate,304,C
S18505,Ashley Adkins,16,Female,9,37,43,55,98,48,76.86,None,281,D
S18506,Stephanie Bowers,10,Female,8,32,48,51,73,78,76.4,Drama,282,D
S18507,Tracey Green,12,Male,12,64,93,51,30,46,61.86,Football,284,D
S18508,Scott Murphy,14,Female,9,45,90,96,53,51,91.73,Dance,335,C
S18509,Kevin Moran,14,Male,11,95,39,91,53,41,76.73,Debate,319,C
S18510,Stefanie Reese,10,Female,9,71,63,68,64,82,95.79,Drama,348,C
S18511,Kristine Holt,13,Male,5,53,71,36,61,53,71.8,Football,274,D
S18512,Christopher Peterson,14,Female,6,43,52,47,32,57,75.73,Football,231,D
S18513,Madison Chang,17,Female,5,92,54,83,58,97,86.01,Dance,384,C
S18514,Lisa Williamson,17,Male,11,54,63,85,51,37,74.42,Music,290,D
S18515,Carlos Patterson,16,Male,7,35,92,32,72,49,75.36,Debate,280,D
S18516,Sean Campbell,13,Male,11,74,80,92,45,76,92.15,Music,367,C
S18517,Kimberly Henry,15,Female,5,97,91,79,56,70,90.28,Football,393,C
S18518,Andrew Anthony,16,Male,12,83,59,48,67,94,86.4,Football,351,C
S18519,Christopher Bennett,13,Male,10,68,81,67,99,56,72.81,Drama,371,C
S18520,Theresa Hernandez,15,Male,5,83,65,64,37,94,83.95,Dance,343,C
S18521,Christopher Morales,14,Female,9,65,90,59,35,32,62.58,Football,281,D
S18522,Annette Beasley,11,Male,6,30,38,65,31,33,80.25,Football,197,F
S18523,Kyle Soto,16,Male,12,38,55,92,56,67,68.22,Football,308,C
S18524,Brian Sosa,13,Female,11,83,71,44,88,69,95.26,Music,355,C
S18525,Taylor Sullivan,13,Female,12,88,91,36,64,55,61.94,Drama,334,C
S18526,Mary Soto,13,Female,11,39,49,61,90,36,72.11,None,275,D
S18527,Brooke Clayton,13,Female,9,56,76,34,75,60,91.01,Music,301,C
S18528,Shawn Lynch,16,Male,10,35,40,96,51,64,97.77,Drama,286,D
S18529,Brenda Porter,13,Female,6,30,34,77,74,88,63.82,None,303,C
S18530,Belinda Johnson,16,Male,7,78,89,64,45,31,93.06,Drama,307,C
S18531,Christina Peterson DVM,10,Male,11,73,84,57,51,58,83.81,Music,323,C
S18532,Kelly Glover,14,Male,12,84,58,75,48,95,87.27,None,360,C
S18533,Daniel Williams,13,Female,7,72,70,90,49,45,93.54,None,326,C
S18534,Darlene Williams,12,Male,5,79,64,62,75,78,64.92,Football,358,C
S18535,Shelley Mccarthy,10,Male,12,33,38,30,53,69,61.61,Music,223,D
S18536,Shelia Gomez,10,Male,6,62,72,75,37,45,64.8,Debate,291,D
S18537,Hannah Chambers,16,Female,12,78,42,44,32,79,69.35,Football,275,D
S18538,Courtney Wheeler,12,Female,8,42,83,71,51,69,61.82,Debate,316,C
S18539,Kimberly Brooks,13,Male,5,66,52,85,96,65,74.62,Football,364,C
S18540,James Black,10,Male,5,67,59,72,59,43,97.29,Drama,300,D
S18541,Sherry Smith,12,Female,5,31,85,88,37,39,69.12,Music,280,D
S18542,Shannon Rodriguez DDS,15,Male,8,85,62,90,66,37,89.15,Dance,340,C
S18543,Jesse Bailey,16,Male,10,93,44,46,45,62,70.49,None,290,D
S18544,Patrick Cochran,12,Male,6,74,99,31,91,85,74.93,Football,380,C
S18545,Michele Gentry,10,Female,5,40,36,44,51,91,71.97,Football,262,D
S18546,Robert Davis,16,Male,8,68,76,78,58,44,69.93,None,324,C
S18547,Ryan Buck,17,Male,5,56,71,38,95,57,69.25,Football,317,C
S18548,Alexa Garcia,16,Female,9,85,58,32,82,42,64.96,Drama,299,D
S18549,Joseph Rios,16,Male,6,57,55,68,51,62,98.69,Music,293,D
S18550,Paula Garner,14,Female,12,88,34,30,39,55,95.35,Football,246,D
S18551,Alyssa Castillo,11,Male,11,38,57,86,77,87,98.04,Music,345,C
S18552,Andres Scott,17,Female,12,34,37,78,66,67,92.65,None,282,D
S18553,Richard Lang,10,Male,5,45,63,41,77,44,78.47,Music,270,D
S18554,Daniel Garcia,17,Male,5,74,94,58,89,67,88.12,Debate,382,C
S18555,Danielle Oliver,11,Male,7,93,63,64,94,82,76.11,Dance,396,C
S18556,Christopher Young,13,Male,7,67,75,50,56,71,75.71,Dance,319,C
S18557,Paige Ramos,17,Male,11,52,61,78,50,75,86.19,Drama,316,C
S18558,Pamela Shah,16,Male,8,77,70,41,40,77,96.8,Debate,305,C
S18559,Michele Hall,12,Male,8,89,55,76,33,57,65.19,Football,310,C
S18560,Susan Gallegos,17,Male,11,31,72,42,81,74,99.51,Debate,300,D
S18561,Christopher Pearson,13,Male,10,67,73,88,51,32,82.26,Music,311,C
S18562,Christopher Woodward,12,Female,9,33,35,98,64,53,97.45,Drama,283,D
S18563,Curtis Dalton,13,Female,7,58,72,60,84,71,87.66,None,345,C
S18564,Jasmine Bryant,16,Female,6,98,74,47,79,77,80.99,Drama,375,C
S18565,Evan Booth,11,Male,7,81,54,69,95,58,88.3,Dance,357,C
S18566,Aaron Baker,11,Male,11,74,36,56,59,84,79.66,None,309,C
S18567,Kelly Warner,10,Female,8,53,64,44,99,39,63.78,None,299,D
S18568,Darlene Buckley,12,Female,6,68,69,78,96,78,67.7,Dance,389,C
S18569,Michael Silva,13,Female,8,53,66,87,58,51,93.74,None,315,C
S18570,Rebecca Cochran,17,Female,12,54,92,66,35,44,77.62,Football,291,D
S18571,Sarah Olsen,12,Female,5,97,62,70,41,93,83.27,Drama,363,C
S18572,Jamie Cochran,16,Male,5,67,93,58,90,87,86.69,Music,395,C
S18573,Bryan Garrett,10,Female,12,37,83,36,81,67,60.02,None,304,C
S18574,Andrew Clark,16,Male,12,36,44,82,84,61,69.68,Music,307,C
S18575,Nicholas Watson,17,Female,12,99,55,75,45,73,74.24,Debate,347,C
S18576,Miss Patty Bright,16,Female,9,84,53,71,69,32,76.69,Debate,309,C
S18577,Brian Young,17,Male,5,99,84,60,41,85,60.12,None,369,C
S18578,Michelle Owens,13,Female,7,64,68,64,60,61,89.78,Football,317,C
S18579,Terry Garcia,11,Female,9,33,50,53,79,75,97.89,Football,290,D
S18580,Michael Mullins,13,Female,5,72,63,35,84,73,76.16,Football,327,C
S18581,Michelle Patterson,17,Male,8,30,44,49,80,47,94.15,Debate,250,D
S18582,John Farrell,17,Female,7,56,58,95,57,95,92.46,Music,361,C
S18583,Michael Ortiz,12,Male,12,41,35,41,51,99,79.94,Music,267,D
S18584,Misty Powell,17,Male,8,89,61,94,36,37,67.75,Music,317,C
S18585,Donna Garcia,11,Male,7,36,50,85,93,43,94.26,Football,307,C
S18586,William Martinez,10,Female,6,73,33,59,30,91,87.96,Debate,286,D
S18587,Noah White,13,Male,10,50,74,66,90,86,96.54,None,366,C
S18588,Donald Martinez,14,Female,9,51,45,39,67,64,64.03,Drama,266,D
S18589,Dr. Ashley Miller,16,Male,5,85,80,50,72,36,69.96,Football,323,C
S18590,Denise Brewer,14,Male,5,64,38,58,53,97,95.9,Debate,310,C
S18591,James Love,15,Male,7,89,66,38,95,87,87.9,Dance,375,C
S18592,Roger Schmidt,10,Female,7,83,87,88,58,44,72.02,Football,360,C
S18593,Thomas Hall,13,Female,8,46,33,59,53,99,88.7,None,290,D
S18594,Jessica Sutton,13,Female,7,40,52,77,94,79,92.66,Music,342,C
S18595,Jason Chaney,11,Female,8,54,86,95,82,70,83.97,Dance,387,C
S18596,Brandy Berry,12,Male,5,37,39,99,81,70,86.25,Dance,326,C
S18597,Carlos Harrison,16,Female,5,92,79,58,40,36,83.95,Football,305,C
S18598,Jason Guerrero,15,Female,6,37,88,44,61,87,92.28,Football,317,C
S18599,Emily Hill,12,Female,7,91,57,33,47,79,90.16,Drama,307,C
S18600,Lindsey Phillips,17,Male,12,82,67,41,44,56,69.32,Drama,290,D
S18601,Sheena Serrano,11,Male,12,89,97,41,58,33,61.56,Music,318,C
S18602,Anna Thomas,14,Male,10,40,39,49,70,38,66.75,Drama,236,D
S18603,Christina Smith,11,Male,12,48,31,56,53,98,81.56,Drama,286,D
S18604,Trevor Molina,11,Male,11,88,78,85,78,37,75.18,None,366,C
S18605,Steven Carter,10,Female,8,72,90,43,34,85,90.74,Music,324,C
S18606,Melissa Davis,13,Female,11,86,76,88,78,71,79.52,Dance,399,C
S18607,Amanda Wolfe,10,Male,10,79,90,70,92,54,89.53,Music,385,C
S18608,Matthew Shaw,12,Male,9,52,35,40,57,73,95.74,Debate,257,D
S18609,Vanessa Lopez,11,Female,10,53,80,65,88,70,68.27,Debate,356,C
S18610,Amy Johnson,17,Male,10,70,92,30,89,99,95.35,None,380,C
S18611,Kevin Chen,17,Male,12,96,84,76,68,52,68.73,Football,376,C
S18612,Mark Camacho,12,Female,11,54,77,49,76,40,85.84,Drama,296,D
S18613,Katie Jones,11,Male,8,83,34,61,88,85,80.6,Football,351,C
S18614,Michael Moreno MD,17,Male,10,85,94,64,93,33,84.33,Music,369,C
S18615,Rachel Henderson,10,Male,9,58,88,60,36,47,82.54,Debate,289,D
S18616,Monica Ramsey,14,Female,5,35,57,37,44,98,68.5,Football,271,D
S18617,Joseph Rice,11,Male,11,46,98,87,59,84,83.44,Debate,374,C
S18618,Mitchell Marquez,14,Male,9,83,86,72,76,34,81.08,Music,351,C
S18619,Kristina Welch,15,Female,6,60,95,44,80,45,76.53,Drama,324,C
S18620,Melanie Martinez,12,Female,10,56,55,34,38,43,75.4,Drama,226,D
S18621,Melanie Short,11,Female,8,44,85,31,49,86,84.79,None,295,D
S18622,Eric Wilson,15,Male,9,71,63,98,56,62,67.53,Music,350,C
S18623,Taylor Edwards,11,Female,7,41,44,80,91,88,69.0,Music,344,C
S18624,Vanessa Gray,17,Male,7,34,53,72,66,56,66.55,Football,281,D
S18625,Kurt Simmons,13,Male,7,78,88,98,35,80,79.83,Debate,379,C
